timestamp,epoch,step,mode,scope,q,lr,batch_size,optimizer,bp_interval,loss,grad_norm,eval_loss
2025-11-10 00:49:34,1,10,FO,full,N/A,0.001,2,mudamw,N/A,10.033949851989746,11.99714330486251,
2025-11-10 00:49:39,1,20,FO,full,N/A,0.001,2,mudamw,N/A,9.939037322998047,27.40444858596439,
2025-11-10 00:49:44,1,30,FO,full,N/A,0.001,2,mudamw,N/A,9.870525360107422,9.075013513083134,
2025-11-10 00:49:48,1,40,FO,full,N/A,0.001,2,mudamw,N/A,9.737961769104004,6.9541497846940965,
2025-11-10 00:49:53,1,50,FO,full,N/A,0.001,2,mudamw,N/A,9.173572540283203,6.969684268605786,
2025-11-10 00:49:57,1,60,FO,full,N/A,0.001,2,mudamw,N/A,9.899568557739258,6.737175891924878,
2025-11-10 00:50:02,1,70,FO,full,N/A,0.001,2,mudamw,N/A,9.632844924926758,6.209917129932912,
2025-11-10 00:50:07,1,80,FO,full,N/A,0.001,2,mudamw,N/A,9.576944351196289,5.688269146150643,
2025-11-10 00:50:12,1,90,FO,full,N/A,0.001,2,mudamw,N/A,9.1987943649292,6.233994973484202,
2025-11-10 00:50:17,1,100,FO,full,N/A,0.001,2,mudamw,N/A,9.05493450164795,5.964714493203188,
2025-11-10 00:50:22,1,110,FO,full,N/A,0.001,2,mudamw,N/A,8.845077514648438,6.739115736190261,
2025-11-10 00:50:26,1,120,FO,full,N/A,0.001,2,mudamw,N/A,9.342852592468262,5.558698860464871,
2025-11-10 00:50:31,1,130,FO,full,N/A,0.001,2,mudamw,N/A,8.65022087097168,6.633357617281184,
2025-11-10 00:50:36,1,140,FO,full,N/A,0.001,2,mudamw,N/A,6.751703262329102,6.161578706580391,
2025-11-10 00:50:40,1,150,FO,full,N/A,0.001,2,mudamw,N/A,9.609923362731934,5.552900541614506,
2025-11-10 00:50:45,1,160,FO,full,N/A,0.001,2,mudamw,N/A,9.057661056518555,5.699907166380336,
2025-11-10 00:50:50,1,170,FO,full,N/A,0.001,2,mudamw,N/A,9.238958358764648,4.843494345955652,
2025-11-10 00:50:55,1,180,FO,full,N/A,0.001,2,mudamw,N/A,9.225411415100098,6.046940481424835,
2025-11-10 00:51:00,1,190,FO,full,N/A,0.001,2,mudamw,N/A,8.637646675109863,6.2704556841080175,
2025-11-10 00:51:05,1,200,FO,full,N/A,0.001,2,mudamw,N/A,8.894067764282227,6.39558485533299,
2025-11-10 00:51:09,1,210,FO,full,N/A,0.001,2,mudamw,N/A,8.778472900390625,7.1518845337870065,
2025-11-10 00:51:14,1,220,FO,full,N/A,0.001,2,mudamw,N/A,8.843489646911621,5.513948228735751,
2025-11-10 00:51:19,1,230,FO,full,N/A,0.001,2,mudamw,N/A,9.050335884094238,6.344287373636451,
2025-11-10 00:51:24,1,240,FO,full,N/A,0.001,2,mudamw,N/A,7.860406875610352,4.991156548567107,
2025-11-10 00:51:29,1,250,FO,full,N/A,0.001,2,mudamw,N/A,8.603935241699219,9.417470597510366,
2025-11-10 00:51:34,1,260,FO,full,N/A,0.001,2,mudamw,N/A,8.491204261779785,4.82299620424994,
2025-11-10 00:51:38,1,270,FO,full,N/A,0.001,2,mudamw,N/A,8.553654670715332,4.507595092041889,
2025-11-10 00:51:43,1,280,FO,full,N/A,0.001,2,mudamw,N/A,8.178226470947266,6.832512822073705,
2025-11-10 00:51:48,1,290,FO,full,N/A,0.001,2,mudamw,N/A,8.281890869140625,4.187427812192687,
2025-11-10 00:51:53,1,300,FO,full,N/A,0.001,2,mudamw,N/A,8.593117713928223,5.078291626499602,
2025-11-10 00:51:58,1,310,FO,full,N/A,0.001,2,mudamw,N/A,8.10651683807373,4.408848384794274,
2025-11-10 00:52:03,1,320,FO,full,N/A,0.001,2,mudamw,N/A,7.58294677734375,5.159635874591789,
2025-11-10 00:52:08,1,330,FO,full,N/A,0.001,2,mudamw,N/A,7.579128265380859,5.000678120015813,
2025-11-10 00:52:13,1,340,FO,full,N/A,0.001,2,mudamw,N/A,7.753617763519287,4.278662599234123,
2025-11-10 00:52:18,1,350,FO,full,N/A,0.001,2,mudamw,N/A,7.511445045471191,4.315209697025471,
2025-11-10 00:52:23,1,360,FO,full,N/A,0.001,2,mudamw,N/A,8.076543807983398,5.393457504660611,
2025-11-10 00:52:27,1,370,FO,full,N/A,0.001,2,mudamw,N/A,8.733607292175293,4.426962130702453,
2025-11-10 00:52:32,1,380,FO,full,N/A,0.001,2,mudamw,N/A,8.055937767028809,4.735217134529656,
2025-11-10 00:52:37,1,390,FO,full,N/A,0.001,2,mudamw,N/A,7.6183953285217285,4.355031321019802,
2025-11-10 00:52:42,1,400,FO,full,N/A,0.001,2,mudamw,N/A,8.116728782653809,4.652496051880673,
2025-11-10 00:52:47,1,410,FO,full,N/A,0.001,2,mudamw,N/A,7.5239644050598145,4.115399294158905,
